CD_UF,NM_UF,SG_UF,CD_MUNIC,NM_MUNIC,IDCQ0001,OCORRENCIA,CD_LQ,PREFIXO,NM_CQ,CD_AGLOM,NM_AGLOM,CD_TQ,NM_TQ,P_FCP,lat,long,,,,,,,,,,
26,PERNAMBUCO,PE,2615706,Triunfo,104,1,2615706001041,COMUNIDADE QUILOMBOLA,ÁGUAS CLARAS,,,,,01420.001742/2008-30,-7.80289277758,-38.0640817016,,,,,,,,,,
31,MINAS GERAIS,MG,3171907,Virgolândia,105,1,3171907001051,COMUNIDADE QUILOMBOLA,ÁGUAS CLARAS,,,,,01420.000963/2007-18,-18.5069131248,-42.2838311351,,,,,,,,,,
50,MATO GROSSO DO SUL,MS,5002209,Bonito,106,1,5002209001061,COMUNIDADE QUILOMBOLA,ÁGUAS DO RIO MIRANDA,,,,,01420.017088/2011-81,-20.7628235831,-56.0947691032,,,,,,,,,,
26,PERNAMBUCO,PE,2609808,Orocó,107,1,2609808001071,COMUNIDADE QUILOMBOLA,ÁGUAS DO VELHO CHICO,,,,,,-8.58598526357901,-39.5030672332235,,,,,,,,,,
21,MARANHÃO,MA,2111789,Serrano do Maranhão,108,1,2111789001081,COMUNIDADE QUILOMBOLA,ÁGUAS MORTAS,48,COMUNIDADE QUILOMBOLA ÁGUAS MORTAS,,,01420.100688/2023-43,-1.67866209026,-44.9121490697,,,,,,,,,,
29,BAHIA,BA,2923704,Paratinga,109,1,2923704001091,COMUNIDADE QUILOMBOLA,ÁGUAS PAULISTA,,,,,,-12.4984906111,-43.0721413056,,,,,,,,,,
51,MATO GROSSO,MT,5103403,Cuiabá,110,1,5103403001101,COMUNIDADE QUILOMBOLA,AGUASSÚ,,,,,01420.001839/2005-08,-15.2788299169999,-56.126032611,,,,,,,,,,
27,ALAGOAS,AL,2701803,Carneiros,111,1,2701803001111,COMUNIDADE QUILOMBOLA,AGUAZINHA,2,COMUNIDADE QUILOMBOLA AGUAZINHA,,,,-9.50943677762,-37.379437638,,,,,,,,,,
27,ALAGOAS,AL,2705705,Olho d'Água das Flores,112,1,2705705001121,COMUNIDADE QUILOMBOLA,AGUAZINHA,4,COMUNIDADE QUILOMBOLA AGUAZINHA,,,01420.002205/2009-98,-9.51158858241709,-37.3763921082197,,,,,,,,,,
27,ALAGOAS,AL,2701803,Carneiros,111,2,2701803001112,COMUNIDADE QUILOMBOLA,AGUAZINHA,,,,,01420.002205/2009-98,-9.51815600048161,-37.3806890062842,,,,,,,,,,
21,MARANHÃO,MA,2112803,Viana,113,1,2112803001131,COMUNIDADE QUILOMBOLA,ÁGUIAR,22,COMUNIDADE QUILOMBOLA AGUIAR,79,AGUIAR,,-3.05066545828,-45.2045960258,,,,,,,,,,
15,PARÁ,PA,1504802,Monte Alegre,114,1,1504802001141,COMUNIDADE QUILOMBOLA,AIRI,,,,,,-1.97905319443,-54.1061408754,,,,,,,,,,
31,MINAS GERAIS,MG,3148301,Paula Cândido,115,1,3148301001151,COMUNIDADE QUILOMBOLA,AIROES,,,,,,-20.8133668264709,-42.9572639108064,,,,,,,,,,
15,PARÁ,PA,1501105,Bagre,116,1,1501105001161,COMUNIDADE QUILOMBOLA,AJARA,,,476,TATITUQUARA, SÃO SEBASTIÃO,01420.005379/2012-16,-2.68358548609,-49.9751858061,,,,,,,,,
15,PARÁ,PA,1502103,Cametá,117,1,1502103001171,COMUNIDADE QUILOMBOLA,AJARAPANEMA,,,,,,-2.37830486108,-49.4369123483,,,,,,,,,,
15,PARÁ,PA,1500107,Abaetetuba,118,1,1500107001181,COMUNIDADE QUILOMBOLA,AJUAÍ,,,,,,-1.73450819441,-48.8910764852,,,,,,,,,,
15,PARÁ,PA,1505304,Oriximiná,119,1,1505304001191,COMUNIDADE QUILOMBOLA,AJUDANTE,,,,,,-1.44397144444,-56.3681983333,,,,,,,,,,
31,MINAS GERAIS,MG,3141801,Minas Novas,120,1,3141801001201,COMUNIDADE QUILOMBOLA,ALAGADICINHO,29,COMUNIDADE QUILOMBOLA ALAGADICINHO,,,,-17.5129872069947,-42.3419113158005,,,,,,,,,,
29,BAHIA,BA,2903904,Bom Jesus da Lapa,121,1,2903904001211,COMUNIDADE QUILOMBOLA,ALAGADIÇO,,,417,JUÁ-BANDEIRA,,-12.9260819027,-43.3040085278,,,,,,,,,,
29,BAHIA,BA,2922052,Mulungu do Morro,122,1,2922052001221,COMUNIDADE QUILOMBOLA,ALAGADIÇO,9,COMUNIDADE QUILOMBOLA ALAGADIÇO,,,,-11.9223789859,-41.5685430083,,,,,,,,,,
28,SERGIPE,SE,2802304,Frei Paulo,123,1,2802304001231,COMUNIDADE QUILOMBOLA,ALAGADIÇO,,,,,,-10.4804858193,-37.5666541424,,,,,,,,,,
29,BAHIA,BA,2918407,Juazeiro,124,1,2918407001241,COMUNIDADE QUILOMBOLA,ALAGADIÇO,,,,,01420.008396/2015-40,-9.47769672214,-40.5978047504,,,,,,,,,,
29,BAHIA,BA,2906006,Campo Formoso,125,1,2906006001251,COMUNIDADE QUILOMBOLA,ALAGADIÇO DE LAJES DOS NEGROS,95,COMUNIDADE QUILOMBOLA ALAGADIÇO DE  LAGE DOS NEGROS,,,,-10.1801098193,-40.9447550386,,,,,,,,,,
29,BAHIA,BA,2922052,Mulungu do Morro,126,1,2922052001261,COMUNIDADE QUILOMBOLA,ALAGADIÇO II,,,,,01420.006781/2014-71,-11.9112021664,-41.580897894,,,,,,,,,,
28,SERGIPE,SE,2805307,Pirambu,127,1,2805307001271,COMUNIDADE QUILOMBOLA,ALAGAMAR,2,COMUNIDADE QUILOMBOLA ALAGAMAR,452,ALAGAMAR,01420.007669/2011-13,-10.6039570414,-36.7548048978,,,,,,,,,,
29,BAHIA,BA,2918100,Jeremoabo,128,1,2918100001281,COMUNIDADE QUILOMBOLA,ALAGOINHAS,,,,,,-10.0652515276,-38.382044956,,,,,,,,,,
26,PERNAMBUCO,PE,2605103,Custódia,129,1,2605103001291,COMUNIDADE QUILOMBOLA,ALAGOINHAS,25,COMUNIDADE QUILOMBOLA SÍTIO COMISSÁRIO 1,,,,-8.06217454158,-37.6256032483,,,,,,,,,,
29,BAHIA,BA,2911303,Gentio do Ouro,130,1,2911303001301,COMUNIDADE QUILOMBOLA,ALAGOINHAS,6,COMUNIDADE QUILOMBOLA ALAGOINHAS,,,01420.000959/2010-47,-11.653075613,-42.6836794849993,,,,,,,,,,
21,MARANHÃO,MA,2111300,São Luís,131,1,2111300001311,COMUNIDADE QUILOMBOLA,ALCÂNTARA,,,,,,-2.52674819441,-44.2869954593,,,,,,,,,,
21,MARANHÃO,MA,2100204,Alcântara,132,1,2100204001321,COMUNIDADE QUILOMBOLA,ALCÂNTARA,,,,,,-2.40396041658,-44.4157742374,,,,,,,,,,
29,BAHIA,BA,2906204,Canarana,133,1,2906204001331,COMUNIDADE QUILOMBOLA,ALDEIA,,,,,,-11.6163899721,-41.6070878388,,,,,,,,,,
42,SANTA CATARINA,SC,4207304,Imbituba,134,1,4207304001341,COMUNIDADE QUILOMBOLA,ALDEIA,,,,,01420.002423/2009-22,-28.1064001109,-48.6779033419,,,,,,,,,,
29,BAHIA,BA,2905800,Camamu,135,1,2905800001351,COMUNIDADE QUILOMBOLA,ALDEIA VELHA,,,,,,-13.9651001665,-39.0150939913,,,,,,,,,,
42,SANTA CATARINA,SC,4207304,Imbituba,136,1,4207304001361,COMUNIDADE QUILOMBOLA,ALDEIA VELHA,,,,,,-28.1067984858,-48.678647369,,,,,,,,,,
21,MARANHÃO,MA,2108801,Pirapemas,137,1,2108801001371,COMUNIDADE QUILOMBOLA,ALDEIA VELHA,26,COMUNIDADE QUILOMBOLA PANAMIRIM,,,01420.009156/2011-39,-3.83970690274,-44.1713647222,,,,,,,,,,
51,MATO GROSSO,MT,5100102,Acorizal,138,1,5100102001381,COMUNIDADE QUILOMBOLA,ALDEIAS,,,,,01420.001779/2005-15,-15.1208055555556,-56.2526388888889,,,,,,,,,,
26,PERNAMBUCO,PE,2601003,Angelim,139,1,2601003001391,COMUNIDADE QUILOMBOLA,ALDEINHA,5,COMUNIDADE QUILOMBOLA CHAPÉU DE PALHA (2),,,,-8.93240397215,-36.2915722787,,,,,,,,,,
29,BAHIA,BA,2928307,Santanópolis,140,1,2928307001401,COMUNIDADE QUILOMBOLA,ALECRIM,,,,,,-12.0081310831,-38.8460416027,,,,,,,,,,
29,BAHIA,BA,2915007,Itaeté,141,1,2915007001411,COMUNIDADE QUILOMBOLA,ALECRIM,16,AGRUPAMENTO QUILOMBOLA ALECRIM,,,01420.007975/2015-75,-12.8971439304,-41.1090956793,,,,,,,,,,
21,MARANHÃO,MA,2100832,Apicum-Açu,142,1,2100832001421,COMUNIDADE QUILOMBOLA,ALEGRE,,,,,,-1.61025916666,-45.0937082083,,,,,,,,,,
29,BAHIA,BA,2901155,América Dourada,143,1,2901155001431,COMUNIDADE QUILOMBOLA,ALEGRE,7,COMUNIDADE QUILOMBOLA ALEGRE,,,,-11.2427658192,-41.4359799719,,,,,,,,,,
31,MINAS GERAIS,MG,3162252,São João da Lagoa,144,1,3162252001441,COMUNIDADE QUILOMBOLA,ALEGRE,,,,,01420.102122/2018-99,-16.8905296943,-44.4926633777,,,,,,,,,,
29,BAHIA,BA,2915353,Itaguaçu da Bahia,145,1,2915353001451,COMUNIDADE QUILOMBOLA,ALEGRE,21,COMUNIDADE QUILOMBOLA ALEGRE,,,01420.002908/2005-92,-11.1557182359,-42.3625709147,,,,,,,,,,
31,MINAS GERAIS,MG,3135209,Januária,146,1,3135209001461,COMUNIDADE QUILOMBOLA,ALEGRE,,,,,01420.004753/2012-58,-15.3761808055,-44.2718092653,,,,,,,,,,
29,BAHIA,BA,2901155,América Dourada,143,2,2901155001432,COMUNIDADE QUILOMBOLA,ALEGRE,,,,,01420.003594/2013-55,-11.2511193472,-41.4266126386,,,,,,,,,,
31,MINAS GERAIS,MG,3135209,Januária,147,1,3135209001471,COMUNIDADE QUILOMBOLA,ALEGRE I,,,,,,-15.3676154999,-44.2573545562,,,,,,,,,,
21,MARANHÃO,MA,2102507,Cajari,148,1,2102507001481,COMUNIDADE QUILOMBOLA,ALEGRE II,10,COMUNIDADE QUILOMBOLA ALEGRE II,,,,-3.33015594435,-45.1009370007,,,,,,,,,,
31,MINAS GERAIS,MG,3135209,Januária,149,1,3135209001491,COMUNIDADE QUILOMBOLA,ALEGRE II,20,COMUNIDADE QUILOMBOLA ALEGRE II,,,01420.004753/2012-58,-15.3622948331,-44.2516332127,,,,,,,,,,
29,BAHIA,BA,2912400,Ibipeba,150,1,2912400001501,COMUNIDADE QUILOMBOLA,ALEIXO,2,COMUNIDADE QUILOMBOLA ALEIXO,,,01420.016377/2014-14,-11.6736872775,-41.9989076988,,,,,,,,,,
21,MARANHÃO,MA,2106508,Matinha,151,1,2106508001511,COMUNIDADE QUILOMBOLA,ALELUIA,,,,,,-3.10011252776,-44.9729504441,,,,,,,,,,
33,RIO DE JANEIRO,RJ,3301009,Campos dos Goytacazes,152,1,3301009001521,COMUNIDADE QUILOMBOLA,ALELUIA,34,COMUNIDADE QUILOMBOLA ALELUIA,,,01420.002155/2005-15,-21.7981552502,-41.60287576995,,,,,,,,,,
43,RIO GRANDE DO SUL,RS,4314407,Pelotas,153,1,4314407001531,COMUNIDADE QUILOMBOLA,ALGODÃO,8,COMUNIDADE QUILOMBOLA ALGODÃO,,,01420.002163/2009-95,-31.3821912221,-52.4851472219,,,,,,,,,,
15,PARÁ,PA,1504109,Magalhães Barata,154,1,1504109001541,COMUNIDADE QUILOMBOLA,ALGODOALZINHO,,,,,,-0.751563888871,-47.638193555,,,,,,,,,,
22,PIAUÍ,PI,2203750,Fartura do Piauí,155,1,2203750001551,COMUNIDADE QUILOMBOLA,ALGODÕES,19,COMUNIDADE QUILOMBOLA ALGODOES,,,,-9.45343469444661,-42.6717328181396,,,,,,,,,,
29,BAHIA,BA,2918506,Jussara,156,1,2918506001561,COMUNIDADE QUILOMBOLA,ALGODÕES,7,COMUNIDADE QUILOMBOLA ALGODÕES,,,01420.000546/2007-67,-10.9731145276,-41.8075484527,,,,,,,,,,
21,MARANHÃO,MA,2106805,Mirinzal,157,1,2106805001571,COMUNIDADE QUILOMBOLA,ALIANÇA,,,,,,-2.06359704165,-44.7756446392,,,,,,,,,,
21,MARANHÃO,MA,2103703,Cururupu,158,1,2103703001581,COMUNIDADE QUILOMBOLA,ALIANÇA,29,COMUNIDADE QUILOMBOLA ALIANÇA,376,ALIANÇA / SANTA JOANA,01420.001064/2005-62,-1.93034070828,-44.7811186376,,,,,,,,,,
21,MARANHÃO,MA,2103703,Cururupu,159,1,2103703001591,COMUNIDADE QUILOMBOLA,ALIANÇA E SANTA JOANA,,,,,,-1.82147169444,-44.87644725,,,,,,,,,,
29,BAHIA,BA,2904050,Bonito,160,1,2904050001601,COMUNIDADE QUILOMBOLA,ALÍVIO II,,,,,,-11.8453206249,-41.2851003897,,,,,,,,,,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,161,1,3171600001611,COMUNIDADE QUILOMBOLA,ALMAS,,,,,,-16.7986016942,-42.3367507515,,,,,,,,,,
29,BAHIA,BA,2921401,Mirangaba,162,1,2921401001621,COMUNIDADE QUILOMBOLA,ALMEIDA,18,COMUNIDADE QUILOMBOLA ALMEIDA,,,01420.005730/2014-22,-10.6198279026,-40.9035256084,,,,,,,,,,
52,GOIÁS,GO,5222005,Vianópolis,163,1,5222005001631,COMUNIDADE QUILOMBOLA,ALMEIDAS,,,,,,-16.7378079026,-48.4929284614,,,,,,,,,,
52,GOIÁS,GO,5220603,Silvânia,164,1,5220603001641,COMUNIDADE QUILOMBOLA,ALMEIDAS,4,COMUNIDADE QUILOMBOLA ALMEIDAS,,,01420.000522/2004-65,-16.6905616527,-48.2561049988,,,,,,,,,,
52,GOIÁS,GO,5220603,Silvânia,164,2,5220603001642,COMUNIDADE QUILOMBOLA,ALMEIDAS,,,,,,-16.5854576790404,-48.3457089571433,,,,,,,,,,
43,RIO GRANDE DO SUL,RS,4314902,Porto Alegre,165,1,4314902001651,COMUNIDADE QUILOMBOLA,ALPES,3,COMUNIDADE QUILOMBOLA ALPES,,,01420.001383/2004-97,-30.0921930412,-51.1936923098,,,,,,,,,,
21,MARANHÃO,MA,2104206,Fortuna,166,1,2104206001661,COMUNIDADE QUILOMBOLA,ALTA FLORESTA DO POVOADO CAIÇARA,,,,,01420.101383/2019-72,-5.77209805610473,-44.0427024836429,,,,,,,,,,
22,PIAUÍ,PI,2211357,Várzea Branca,167,1,2211357001671,COMUNIDADE QUILOMBOLA,ALTAMIRA,,,231,LAGOAS,,-9.3599283471,-42.7955619296,,,,,,,,,,
21,MARANHÃO,MA,2108603,Pinheiro,168,1,2108603001681,COMUNIDADE QUILOMBOLA,ALTAMIRA,52,COMUNIDADE QUILOMBOLA ALTAMIRA,89,ALTAMIRA,,-2.69983572217,-45.2721862494,,,,,,,,,,
29,BAHIA,BA,2908606,Conde,169,1,2908606001691,COMUNIDADE QUILOMBOLA,ALTAMIRA,,,,,01420.015105/2013-16,-11.7705722908191,-37.8025549906428,,,,,,,,,,
31,MINAS GERAIS,MG,3169307,Três Corações,170,1,3169307001701,COMUNIDADE QUILOMBOLA,ALTEROSAS,1,ALTEROSAS,,,,-21.7891232866781,-45.2744653462592,,,,,,,,,,
15,PARÁ,PA,1501709,Bragança,171,1,1501709001711,COMUNIDADE QUILOMBOLA,ALTO ALEGRE,,,,,,-1.28329111109,-46.9706737362,,,,,,,,,,
29,BAHIA,BA,2928307,Santanópolis,172,1,2928307001721,COMUNIDADE QUILOMBOLA,ALTO ALEGRE,,,,,,-11.966739611,-38.8363654135,,,,,,,,,,
29,BAHIA,BA,2917508,Jacobina,173,1,2917508001731,COMUNIDADE QUILOMBOLA,ALTO ALEGRE,,,,,,-11.3783070277,-40.4588541384,,,,,,,,,,
23,CEARÁ,CE,2303709,Caucaia,174,1,2303709001741,COMUNIDADE QUILOMBOLA,ALTO ALEGRE,50,COMUNIDADE QUILOMBOLA PORTEIRAS,,,,-3.73760831942,-38.7615791393,,,,,,,,,,
23,CEARÁ,CE,2305233,Horizonte,175,2,2305233001752,COMUNIDADE QUILOMBOLA,ALTO ALEGRE,3,COMUNIDADE QUILOMBOLA ALTO DA BOA VISTA,,,01420.001078/2005-86,-4.13330766645,-38.4946463718,,,,,,,,,,
23,CEARÁ,CE,2305233,Horizonte,175,1,2305233001751,COMUNIDADE QUILOMBOLA,ALTO ALEGRE,1,COMUNIDADE QUILOMBOLA ALTO ALEGRE,259,ALTO ALEGRE,01420.001078/2005-86,-4.13835212378236,-38.4981108670245,,,,,,,,,,
23,CEARÁ,CE,2308906,Morrinhos,176,1,2308906001761,COMUNIDADE QUILOMBOLA,ALTO ALEGRE,14,COMUNIDADE QUILOMBOLA ALTO ALEGRE,,,01420.101569/2019-21,-3.25968327775,-40.1161317918,,,,,,,,,,
29,BAHIA,BA,2925758,Presidente Tancredo Neves,177,1,2925758001771,COMUNIDADE QUILOMBOLA,ALTO ALEGRE,,,,,01420.001416/2007-41,-13.4482482775,-39.5093480391,,,,,,,,,,
21,MARANHÃO,MA,2109809,Santa Helena,178,1,2109809001781,COMUNIDADE QUILOMBOLA,ALTO ALEGRIA,48,COMUNIDADE QUILOMBOLA ALTO ALEGRIA,,,,-2.45988766663,-45.4878184444,,,,,,,,,,
21,MARANHÃO,MA,2112407,Turiaçu,179,1,2112407001791,COMUNIDADE QUILOMBOLA,ALTO ALEGRIA,,,,,,-1.74005577774,-45.5172840006,,,,,,,,,,
29,BAHIA,BA,2918001,Jequié,180,1,2918001001801,COMUNIDADE QUILOMBOLA,ALTO AMOR,,,,,,-13.8518756387,-40.0905535398,,,,,,,,,,
23,CEARÁ,CE,2305233,Horizonte,181,1,2305233001811,COMUNIDADE QUILOMBOLA,ALTO BOA VISTA,,,,,,-4.12959105547,-38.4984368049,,,,,,,,,,
29,BAHIA,BA,2900108,Abaíra,182,1,2900108001821,COMUNIDADE QUILOMBOLA,ALTO BOA VISTA,,,,,01420.000299/2009-61,-13.2452508332,-41.6588005728,,,,,,,,,,
21,MARANHÃO,MA,2108603,Pinheiro,183,1,2108603001831,COMUNIDADE QUILOMBOLA,ALTO BONITO,,,,,,-2.52947424998,-45.1148218616,,,,,,,,,,
29,BAHIA,BA,2929255,São Gabriel,184,1,2929255001841,COMUNIDADE QUILOMBOLA,ALTO BONITO,,,,,,-11.0959224999,-41.6695409998,,,,,,,,,,
21,MARANHÃO,MA,2103703,Cururupu,185,1,2103703001851,COMUNIDADE QUILOMBOLA,ALTO BONITO,,,,,,-1.8172538472,-44.8737641109,,,,,,,,,,
29,BAHIA,BA,2925600,Presidente Dutra,186,1,2925600001861,COMUNIDADE QUILOMBOLA,ALTO BONITO,,,,,,-11.3683782221,-42.0163546541,,,,,,,,,,
21,MARANHÃO,MA,2108256,Pedro do Rosário,187,1,2108256001871,COMUNIDADE QUILOMBOLA,ALTO BONITO,,,,,,-2.86678402774,-45.2887585828,,,,,,,,,,
21,MARANHÃO,MA,2111789,Serrano do Maranhão,188,1,2111789001881,COMUNIDADE QUILOMBOLA,ALTO BONITO,,,,,,-1.7622033333,-44.9398550132,,,,,,,,,,
29,BAHIA,BA,2904050,Bonito,189,1,2904050001891,COMUNIDADE QUILOMBOLA,ALTO BONITO,,,,,,-11.9468054027,-41.2700559164,,,,,,,,,,
21,MARANHÃO,MA,2102101,Brejo,190,1,2102101001901,COMUNIDADE QUILOMBOLA,ALTO BONITO,22,COMUNIDADE QUILOMBOLA ALTO BONITO,385,ALTO BONITO,01420.000279/2008-17,-3.7581462253159,-42.7457925605,,,,,,,,,,
21,MARANHÃO,MA,2108306,Penalva,191,2,2108306001912,COMUNIDADE QUILOMBOLA,ALTO BONITO,,,,,01420.004772/2013-65,-3.23832158329,-45.1742320969,,,,,,,,,,
29,BAHIA,BA,2930105,Senhor do Bonfim,192,1,2930105001921,COMUNIDADE QUILOMBOLA,ALTO BONITO,12,COMUNIDADE QUILOMBOLA ALTO DO BONITO,190,TIJUAÇU,01420.001245/2006-70,-10.6346250276,-40.1367420022,,,,,,,,,,
21,MARANHÃO,MA,2108306,Penalva,191,1,2108306001911,COMUNIDADE QUILOMBOLA,ALTO BONITO,71,COMUNIDADE QUILOMBOLA ALTO BONITO,,,01420.004772/2013-65,-3.22735750454623,-45.1656000229999,,,,,,,,,,
29,BAHIA,BA,2933307,Vitória da Conquista,193,1,2933307001931,COMUNIDADE QUILOMBOLA,ALTO CABECEIRA,32,COMUNIDADE QUILOMBOLA ALTO DA CABECEIRA,,,01420.001399/2006-61,-14.7254324302,-40.8035000297,,,,,,,,,,
31,MINAS GERAIS,MG,3106507,Berilo,194,2,3106507001942,COMUNIDADE QUILOMBOLA,ALTO CAITITU,,,,,,-16.9568809443,-42.4623585299,,,,,,,,,,
31,MINAS GERAIS,MG,3106507,Berilo,194,3,3106507001943,COMUNIDADE QUILOMBOLA,ALTO CAITITU,,,,,01420.001722/2006-05,-16.9572525275,-42.4602518139,,,,,,,,,,
31,MINAS GERAIS,MG,3106507,Berilo,194,1,3106507001941,COMUNIDADE QUILOMBOLA,ALTO CAITITU,23,COMUNIDADE QUILOMBOLA ALTO CAITITU,,,01420.001722/2006-05,-16.9936090845,-42.4299737071913,,,,,,,,,,
43,RIO GRANDE DO SUL,RS,4314407,Pelotas,195,1,4314407001951,COMUNIDADE QUILOMBOLA,ALTO CAIXÃO,,,,,01420.002164/2009-30,-31.4545917358,-52.500117668,,,,,,,,,,
29,BAHIA,BA,2901809,Antônio Gonçalves,196,1,2901809001961,COMUNIDADE QUILOMBOLA,ALTO CAJAZEIRA,,,,,,-10.5859764583,-40.2743745542,,,,,,,,,,
29,BAHIA,BA,2904902,Cachoeira,197,1,2904902001971,COMUNIDADE QUILOMBOLA,ALTO CAMELO,38,AGRUPAMENTO QUILOMBOLA ALTO DO CAMELO,,,,-12.5676441526,-38.8539249684,,,,,,,,,,
29,BAHIA,BA,2925931,Quixabeira,198,1,2925931001981,COMUNIDADE QUILOMBOLA,ALTO CAMELO,3,COMUNIDADE QUILOMBOLA ALTO CAPIM,,,01420.011974/2011-00,-11.4834060552,-40.1777219676,,,,,,,,,,
29,BAHIA,BA,2925931,Quixabeira,199,1,2925931001991,COMUNIDADE QUILOMBOLA,ALTO CAPIM,3,COMUNIDADE QUILOMBOLA ALTO CAPIM,,,,-11.4842970692,-40.1777791462,,,,,,,,,,
29,BAHIA,BA,2906873,Capim Grosso,200,1,2906873002001,COMUNIDADE QUILOMBOLA,ALTO CAPIM,,,,,,-11.3788273332,-40.015418537,,,,,,,,,,
29,BAHIA,BA,2930600,Serrolândia,201,1,2930600002011,COMUNIDADE QUILOMBOLA,ALTO CAPIM,,,,,,-11.5089367915,-40.2066759846,,,,,,,,,,
29,BAHIA,BA,2930105,Senhor do Bonfim,202,1,2930105002021,COMUNIDADE QUILOMBOLA,ALTO CIGANO,,,,,,-10.464995111,-40.1968726104,,,,,,,,,,
29,BAHIA,BA,2927408,Salvador,203,1,2927408002031,COMUNIDADE QUILOMBOLA,ALTO CRUZEIRO - ACUPE,,,,,,-12.9442216527,-38.4597775003,,,,,,,,,,
29,BAHIA,BA,2928604,Santo Amaro,204,1,2928604002041,COMUNIDADE QUILOMBOLA,ALTO CRUZEIRO - ACUPE,29,AGRUPAMENTO QUILOMBOLA ALTO DO CRUZEIRO-ACUPE,,,01420.000009/2010-12,-12.6593111939,-38.7497361387,,,,,,,,,,
27,ALAGOAS,AL,2705804,Olho d'Água do Casado,205,1,2705804002051,COMUNIDADE QUILOMBOLA,ALTO DA BOA VISTA,,,,,01420.002004/2015-39,-9.50663782753371,-37.8261891828408,,,,,,,,,,
31,MINAS GERAIS,MG,3150802,Piranga,206,1,3150802002061,COMUNIDADE QUILOMBOLA,ALTO DA FONSECA,16,COMUNIDADE QUILOMBOLA NO ALTO DA FONSECA,,,,-20.6249812812175,-43.3157040340548,,,,,,,,,,
26,PERNAMBUCO,PE,2613909,Serra Talhada,207,1,2613909002071,COMUNIDADE QUILOMBOLA,ALTO DA LUANDA,,,,,01420.013710/2014-25,-7.77206537494,-38.343516903,,,,,,,,,,
27,ALAGOAS,AL,2703403,Jacaré dos Homens,208,1,2703403002081,COMUNIDADE QUILOMBOLA,ALTO DA MADEIRA,2,COMUNIDADE QUILOMBOLA ALTO DA MADEIRA,,,01420.002203/2009-07,-9.70708237487,-37.2401224443,,,,,,,,,,
29,BAHIA,BA,2930105,Senhor do Bonfim,209,1,2930105002091,COMUNIDADE QUILOMBOLA,ALTO DA MARAVILHA,,,,,01420.001093/2007-96,-10.463863861,-40.2181073777,,,,,,,,,,
33,RIO DE JANEIRO,RJ,3304409,Rio Claro,210,2,3304409002102,COMUNIDADE QUILOMBOLA,ALTO DA SERRA DO MAR,1,COMUNIDADE QUILOMBOLA ALTO DA SERRA DO MAR,,,01420.001171/2007-52,-22.8786290930796,-44.2285966941993,,,,,,,,,,
33,RIO DE JANEIRO,RJ,3304409,Rio Claro,210,1,3304409002101,COMUNIDADE QUILOMBOLA,ALTO DA SERRA DO MAR,1,COMUNIDADE QUILOMBOLA ALTO DA SERRA DO MAR,289,ALTO DA SERRA,01420.001171/2007-52,-22.8769203713642,-44.2185708803306,,,,,,,,,,
26,PERNAMBUCO,PE,2600500,Águas Belas,211,1,2600500002111,COMUNIDADE QUILOMBOLA,ALTO DAS FILIPAS,30,COMUNIDADE QUILOMBOLA MINADOR/ANGICO 2,,,,-8.99454408321,-37.0119748593,,,,,,,,,,
26,PERNAMBUCO,PE,2607505,Itaíba,212,1,2607505002121,COMUNIDADE QUILOMBOLA,ALTO DE NEGRAS,,,,,,-8.98562872204,-37.4858251939,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,213,1,2105401002131,COMUNIDADE QUILOMBOLA,ALTO DE PEDRA,117,COMUNIDADE QUILOMBOLA ALTO DE PEDRA,,,,-3.23097934717,-44.1130318741,,,,,,,,,,
21,MARANHÃO,MA,2107456,Olinda Nova do Maranhão,214,1,2107456002141,COMUNIDADE QUILOMBOLA,ALTO DE PEDRA,6,COMUNIDADE QUILOMBLA ALTO DE PEDRA,,,,-2.94225968052,-45.0801136379,,,,,,,,,,
21,MARANHÃO,MA,2106508,Matinha,215,1,2106508002151,COMUNIDADE QUILOMBOLA,ALTO DE PEDRA,5,ALTO DE PEDRA,,,01420.014656/2015-16,-2.94311044441,-45.0834566534,,,,,,,,,,
15,PARÁ,PA,1501303,Barcarena,216,1,1501303002161,COMUNIDADE QUILOMBOLA,ALTO DO ACARÁ,,,,,01420.013418/2011-60,-1.50586003228458,-48.6183705488258,,,,,,,,,,
43,RIO GRANDE DO SUL,RS,4314407,Pelotas,217,1,4314407002171,COMUNIDADE QUILOMBOLA,ALTO DO CAIXÃO,6,COMUNIDADE QUILOMBOLA ALTO DO CAIXÃO,,,,-31.454455603186,-52.498704339992,,,,,,,,,,
43,RIO GRANDE DO SUL,RS,4318804,São Lourenço do Sul,218,1,4318804002181,COMUNIDADE QUILOMBOLA,ALTO DO CAIXÃO,,,,,,-31.26005,-52.32123,,,,,,,,,,
29,BAHIA,BA,2906204,Canarana,219,1,2906204002191,COMUNIDADE QUILOMBOLA,ALTO DO MATO VERDE,52,AGRUPAMENTO QUILOMBOLA ALTO DO MATO VERDE,,,,-11.6196006353796,-41.6245245984343,,,,,,,,,,
29,BAHIA,BA,2910859,Filadélfia,220,1,2910859002201,COMUNIDADE QUILOMBOLA,ALTO DO PAPAGAIO,32,ALTO DO PAPAGAIO,,,,-10.6282857431804,-40.267628698574,,,,,,,,,,
